"code","id","name","geo_id","province_id"
"1410",83,"ลาดบัวหลวง",2,5
"1411",84,"วังน้อย",2,5
"1412",85,"เสนา",2,5
"1413",86,"บางซ้าย",2,5
"1414",87,"อุทัย",2,5
"1415",88,"มหาราช",2,5
"1416",89,"บ้านแพรก",2,5
"1501",90,"เมืองอ่างทอง",2,6
"1502",91,"ไชโย",2,6
"1503",92,"ป่าโมก",2,6
"1504",93,"โพธิ์ทอง",2,6
"1505",94,"แสวงหา",2,6
"1506",95,"วิเศษชัยชาญ",2,6
"1507",96,"สามโก้",2,6
"1601",97,"เมืองลพบุรี",2,7
"1602",98,"พัฒนานิคม",2,7
"1603",99,"โคกสำโรง",2,7
"1604",100,"ชัยบาดาล",2,7
"1605",101,"ท่าวุ้ง",2,7
"1606",102,"บ้านหมี่",2,7
"1607",103,"ท่าหลวง",2,7
"1608",104,"สระโบสถ์",2,7
"1609",105,"โคกเจริญ",2,7
"1610",106,"ลำสนธิ",2,7
"1611",107,"หนองม่วง",2,7
"1681",108,"*อ.บ้านเช่า  จ.ลพบุรี",2,7
"1701",109,"เมืองสิงห์บุรี",2,8
"1702",110,"บางระจัน",2,8
"1703",111,"ค่ายบางระจัน",2,8
"1704",112,"พรหมบุรี",2,8
"1705",113,"ท่าช้าง",2,8
"1706",114,"อินทร์บุรี",2,8
"1801",115,"เมืองชัยนาท",2,9
"1802",116,"มโนรมย์",2,9
"1803",117,"วัดสิงห์",2,9
"1804",118,"สรรพยา",2,9
"1805",119,"สรรคบุรี",2,9
"1806",120,"หันคา",2,9
"1807",121,"หนองมะโมง",2,9
"1808",122,"เนินขาม",2,9
"1901",123,"เมืองสระบุรี",2,10
"1902",124,"แก่งคอย",2,10
"1903",125,"หนองแค",2,10
"1904",126,"วิหารแดง",2,10
"1905",127,"หนองแซง",2,10
"1906",128,"บ้านหมอ",2,10
"1907",129,"ดอนพุด",2,10
"1908",130,"หนองโดน",2,10
"1909",131,"พระพุทธบาท",2,10
"1910",132,"เสาไห้",2,10
"1911",133,"มวกเหล็ก",2,10
"1912",134,"วังม่วง",2,10
"1913",135,"เฉลิมพระเกียรติ",2,10
"2001",136,"เมืองชลบุรี",5,11
"2002",137,"บ้านบึง",5,11
"2003",138,"หนองใหญ่",5,11
"2004",139,"บางละมุง",5,11
"2005",140,"พานทอง",5,11
"2006",141,"พนัสนิคม",5,11
"2007",142,"ศรีราชา",5,11
"2008",143,"เกาะสีชัง",5,11
"2009",144,"สัตหีบ",5,11
"2010",145,"บ่อทอง",5,11
"2011",146,"เกาะจันทร์",5,11
"2051",147,"สัตหีบ (สาขาตำบลบางเสร่)*",5,11
"2072",148,"ท้องถิ่นเทศบาลเมืองหนองปรือ*",5,11
"2093",149,"เทศบาลตำบลแหลมฉบัง*",5,11
"2099",150,"เทศบาลเมืองชลบุรี*",5,11
"2101",151,"เมืองระยอง",5,12
"2102",152,"บ้านฉาง",5,12
"2103",153,"แกลง",5,12
"2104",154,"วังจันทร์",5,12
"2105",155,"บ้านค่าย",5,12
"2106",156,"ปลวกแดง",5,12
"2107",157,"เขาชะเมา",5,12
"2108",158,"นิคมพัฒนา",5,12
"2151",159,"สาขาตำบลมาบข่า*",5,12
"2201",160,"เมืองจันทบุรี",5,13
"2202",161,"ขลุง",5,13
"2203",162,"ท่าใหม่",5,13
"2204",163,"โป่งน้ำร้อน",5,13
"2205",164,"มะขาม",5,13
"2206",165,"แหลมสิงห์",5,13
"2207",166,"สอยดาว",5,13
"2208",167,"แก่งหางแมว",5,13
"2209",168,"นายายอาม",5,13
"2210",169,"เขาคิชฌกูฏ",5,13
"2281",170,"*กิ่ง อ.กำพุธ  จ.จันทบุรี",5,13
"2301",171,"เมืองตราด",5,14
"2302",172,"คลองใหญ่",5,14
"2303",173,"เขาสมิง",5,14
"2304",174,"บ่อไร่",5,14
"2305",175,"แหลมงอบ",5,14
"2306",176,"เกาะกูด",5,14
"2307",177,"เกาะช้าง",5,14
"2401",178,"เมืองฉะเชิงเทรา",5,15
"2402",179,"บางคล้า",5,15
"2403",180,"บางน้ำเปรี้ยว",5,15
"2404",181,"บางปะกง",5,15
"2405",182,"บ้านโพธิ์",5,15
"2406",183,"พนมสารคาม",5,15
"2407",184,"ราชสาส์น",5,15
"2408",185,"สนามชัยเขต",5,15
"2409",186,"แปลงยาว",5,15
"2410",187,"ท่าตะเกียบ",5,15
"2411",188,"คลองเขื่อน",5,15
"2501",189,"เมืองปราจีนบุรี",5,16
"2502",190,"กบินทร์บุรี",5,16
"2503",191,"นาดี",5,16
"2504",192,"*สระแก้ว",5,16
"2505",193,"*วังน้ำเย็น",5,16
"2506",194,"บ้านสร้าง",5,16
"2507",195,"ประจันตคาม",5,16
"2508",196,"ศรีมหาโพธิ",5,16
"2509",197,"ศรีมโหสถ",5,16
"2510",198,"*อรัญประเทศ",5,16
"2511",199,"*ตาพระยา",5,16
"2512",200,"*วัฒนานคร",5,16
"2513",201,"*คลองหาด",5,16
"2601",202,"เมืองนครนายก",2,17
"2602",203,"ปากพลี",2,17
"2603",204,"บ้านนา",2,17
"2604",205,"องครักษ์",2,17
"2701",206,"เมืองสระแก้ว",5,18
"2702",207,"คลองหาด",5,18
"2703",208,"ตาพระยา",5,18
"2704",209,"วังน้ำเย็น",5,18
"2705",210,"วัฒนานคร",5,18
"2706",211,"อรัญประเทศ",5,18
"2707",212,"เขาฉกรรจ์",5,18
"2708",213,"โคกสูง",5,18
"2709",214,"วังสมบูรณ์",5,18
"3001",215,"เมืองนครราชสีมา",3,19
"3002",216,"ครบุรี",3,19
"3003",217,"เสิงสาง",3,19
"3004",218,"คง",3,19
"3005",219,"บ้านเหลื่อม",3,19
"3006",220,"จักราช",3,19
"3007",221,"โชคชัย",3,19
"3008",222,"ด่านขุนทด",3,19
"3009",223,"โนนไทย",3,19
"3010",224,"โนนสูง",3,19
"3011",225,"ขามสะแกแสง",3,19
"3012",226,"บัวใหญ่",3,19
"3013",227,"ประทาย",3,19
"3014",228,"ปักธงชัย",3,19
"3015",229,"พิมาย",3,19
"3016",230,"ห้วยแถลง",3,19
"3017",231,"ชุมพวง",3,19
"3018",232,"สูงเนิน",3,19
"3019",233,"ขามทะเลสอ",3,19
"3020",234,"สีคิ้ว",3,19
"3021",235,"ปากช่อง",3,19
"3022",236,"หนองบุญมาก",3,19
"3023",237,"แก้งสนามนาง",3,19
"3024",238,"โนนแดง",3,19
"3025",239,"วังน้ำเขียว",3,19
"3026",240,"เทพารักษ์",3,19
"3027",241,"เมืองยาง",3,19
"3028",242,"พระทองคำ",3,19
"3029",243,"ลำทะเมนชัย",3,19
"3030",244,"บัวลาย",3,19
"3031",245,"สีดา",3,19
"3032",246,"เฉลิมพระเกียรติ",3,19
"3049",247,"ท้องถิ่นเทศบาลตำบลโพธิ์กลาง*",3,19
"3051",248,"สาขาตำบลมะค่า-พลสงคราม*",3,19
"3081",249,"*โนนลาว",3,19
"3101",250,"เมืองบุรีรัมย์",3,20
"3102",251,"คูเมือง",3,20
"3103",252,"กระสัง",3,20
"3104",253,"นางรอง",3,20
"3105",254,"หนองกี่",3,20
"3106",255,"ละหานทราย",3,20
"3107",256,"ประโคนชัย",3,20
"3108",257,"บ้านกรวด",3,20
"3109",258,"พุทไธสง",3,20
"3110",259,"ลำปลายมาศ",3,20
"3111",260,"สตึก",3,20
"3112",261,"ปะคำ",3,20
"3113",262,"นาโพธิ์",3,20
"3114",263,"หนองหงส์",3,20
"3115",264,"พลับพลาชัย",3,20
"3116",265,"ห้วยราช",3,20
"3117",266,"โนนสุวรรณ",3,20
"3118",267,"ชำนิ",3,20
"3119",268,"บ้านใหม่ไชยพจน์",3,20
"3120",269,"โนนดินแดง",3,20
"3121",270,"บ้านด่าน",3,20
"3122",271,"แคนดง",3,20
"3123",272,"เฉลิมพระเกียรติ",3,20
"3201",273,"เมืองสุรินทร์",3,21
"3202",274,"ชุมพลบุรี",3,21
"3203",275,"ท่าตูม",3,21
"3204",276,"จอมพระ",3,21
"3205",277,"ปราสาท",3,21
"3206",278,"กาบเชิง",3,21
"3207",279,"รัตนบุรี",3,21
"3208",280,"สนม",3,21
"3209",281,"ศีขรภูมิ",3,21
"3210",282,"สังขะ",3,21
"3211",283,"ลำดวน",3,21
"3212",284,"สำโรงทาบ",3,21
"3213",285,"บัวเชด",3,21
"3214",286,"พนมดงรัก",3,21
"3215",287,"ศรีณรงค์",3,21
"3216",288,"เขวาสินรินทร์",3,21
"3217",289,"โนนนารายณ์",3,21
"3301",290,"เมืองศรีสะเกษ",3,22
"3302",291,"ยางชุมน้อย",3,22
"3303",292,"กันทรารมย์",3,22
"3304",293,"กันทรลักษ์",3,22
"3305",294,"ขุขันธ์",3,22
"3306",295,"ไพรบึง",3,22
"3307",296,"ปรางค์กู่",3,22
"3308",297,"ขุนหาญ",3,22
"3309",298,"ราษีไศล",3,22
"3310",299,"อุทุมพรพิสัย",3,22
"3311",300,"บึงบูรพ์",3,22
"3312",301,"ห้วยทับทัน",3,22
"3313",302,"โนนคูณ",3,22
"3314",303,"ศรีรัตนะ",3,22
"3315",304,"น้ำเกลี้ยง",3,22
"3316",305,"วังหิน",3,22
"3317",306,"ภูสิงห์",3,22
"3318",307,"เมืองจันทร์",3,22
"3319",308,"เบญจลักษ์",3,22
"3320",309,"พยุห์",3,22
"3321",310,"โพธิ์ศรีสุวรรณ",3,22
"3322",311,"ศิลาลาด",3,22
"3401",312,"เมืองอุบลราชธานี",3,23
"3402",313,"ศรีเมืองใหม่",3,23
"3403",314,"โขงเจียม",3,23
"3404",315,"เขื่องใน",3,23
"3405",316,"เขมราฐ",3,23
"3406",317,"*ชานุมาน",3,23
"3407",318,"เดชอุดม",3,23
"3408",319,"นาจะหลวย",3,23
"3409",320,"น้ำยืน",3,23
"3410",321,"บุณฑริก",3,23
"3411",322,"ตระการพืชผล",3,23
"3412",323,"กุดข้าวปุ้น",3,23
"3413",324,"*พนา",3,23
"3414",325,"ม่วงสามสิบ",3,23
"3415",326,"วารินชำราบ",3,23
"3416",327,"*อำนาจเจริญ",3,23
"3417",328,"*เสนางคนิคม",3,23
"3418",329,"*หัวตะพาน",3,23
"3419",330,"พิบูลมังสาหาร",3,23
"3420",331,"ตาลสุม",3,23
"3421",332,"โพธิ์ไทร",3,23
"3422",333,"สำโรง",3,23
"3423",334,"*กิ่งอำเภอลืออำนาจ",3,23
"3424",335,"ดอนมดแดง",3,23
"3425",336,"สิรินธร",3,23
"3426",337,"ทุ่งศรีอุดม",3,23
"3427",338,"*ปทุมราชวงศา",3,23
"3428",339,"*กิ่งอำเภอศรีหลักชัย",3,23
"3429",340,"นาเยีย",3,23
"3430",341,"นาตาล",3,23
"3431",342,"เหล่าเสือโก้ก",3,23
"3432",343,"สว่างวีระวงศ์",3,23
"3433",344,"น้ำขุ่น",3,23
"3481",345,"*อ.สุวรรณวารี  จ.อุบลราชธานี",3,23
"3501",346,"เมืองยโสธร",3,24
"3502",347,"ทรายมูล",3,24
"3503",348,"กุดชุม",3,24
"3504",349,"คำเขื่อนแก้ว",3,24
"3505",350,"ป่าติ้ว",3,24
"3506",351,"มหาชนะชัย",3,24
"3507",352,"ค้อวัง",3,24
"3508",353,"เลิงนกทา",3,24
"3509",354,"ไทยเจริญ",3,24
"3601",355,"เมืองชัยภูมิ",3,25
"3602",356,"บ้านเขว้า",3,25
"3603",357,"คอนสวรรค์",3,25
"3604",358,"เกษตรสมบูรณ์",3,25
"3605",359,"หนองบัวแดง",3,25
"3606",360,"จัตุรัส",3,25
"3607",361,"บำเหน็จณรงค์",3,25
"3608",362,"หนองบัวระเหว",3,25
"3609",363,"เทพสถิต",3,25
"3610",364,"ภูเขียว",3,25
"3611",365,"บ้านแท่น",3,25
"3612",366,"แก้งคร้อ",3,25
"3613",367,"คอนสาร",3,25
"3614",368,"ภักดีชุมพล",3,25
"3615",369,"เนินสง่า",3,25
"3616",370,"ซับใหญ่",3,25
"3651",371,"เมืองชัยภูมิ (สาขาตำบลโนนสำราญ)*",3,25
"3652",372,"สาขาตำบลบ้านหว่าเฒ่า*",3,25
"3653",373,"หนองบัวแดง (สาขาตำบลวังชมภู)*",3,25
"3654",374,"กิ่งอำเภอซับใหญ่ (สาขาตำบลซับใหญ่)*",3,25
"3655",375,"สาขาตำบลโคกเพชร*",3,25
"3656",376,"เทพสถิต (สาขาตำบลนายางกลัก)*",3,25
"3657",377,"บ้านแท่น (สาขาตำบลบ้านเต่า)*",3,25
"3658",378,"แก้งคร้อ (สาขาตำบลท่ามะไฟหวาน)*",3,25
"3659",379,"คอนสาร (สาขาตำบลโนนคูณ)*",3,25
"3701",380,"เมืองอำนาจเจริญ",3,26
"3702",381,"ชานุมาน",3,26
"3703",382,"ปทุมราชวงศา",3,26
"3704",383,"พนา",3,26
"3705",384,"เสนางคนิคม",3,26
"3706",385,"หัวตะพาน",3,26
"3707",386,"ลืออำนาจ",3,26
"3901",387,"เมืองหนองบัวลำภู",3,27
"3902",388,"นากลาง",3,27
"3903",389,"โนนสัง",3,27
"3904",390,"ศรีบุญเรือง",3,27
"3905",391,"สุวรรณคูหา",3,27
"3906",392,"นาวัง",3,27
"4001",393,"เมืองขอนแก่น",3,28
"4002",394,"บ้านฝาง",3,28
"4003",395,"พระยืน",3,28
"4004",396,"หนองเรือ",3,28
"4005",397,"ชุมแพ",3,28
"4006",398,"สีชมพู",3,28
"4007",399,"น้ำพอง",3,28
"4008",400,"อุบลรัตน์",3,28
"4009",401,"กระนวน",3,28
"4010",402,"บ้านไผ่",3,28
"4011",403,"เปือยน้อย",3,28
"4012",404,"พล",3,28
"4013",405,"แวงใหญ่",3,28
"4014",406,"แวงน้อย",3,28
"4015",407,"หนองสองห้อง",3,28
"4016",408,"ภูเวียง",3,28
"4017",409,"มัญจาคีรี",3,28
"4018",410,"ชนบท",3,28
"4019",411,"เขาสวนกวาง",3,28
"4020",412,"ภูผาม่าน",3,28
"4021",413,"ซำสูง",3,28
"4022",414,"โคกโพธิ์ไชย",3,28
"4023",415,"หนองนาคำ",3,28
"4024",416,"บ้านแฮด",3,28
"4025",417,"โนนศิลา",3,28
"4029",418,"เวียงเก่า",3,28
"4068",419,"ท้องถิ่นเทศบาลตำบลบ้านเป็ด*",3,28
"4098",420,"เทศบาลตำบลเมืองพล*",3,28
"4101",421,"เมืองอุดรธานี",3,29
"4102",422,"กุดจับ",3,29
"4103",423,"หนองวัวซอ",3,29
"4104",424,"กุมภวาปี",3,29
"4105",425,"โนนสะอาด",3,29
"4106",426,"หนองหาน",3,29
"4107",427,"ทุ่งฝน",3,29
"4108",428,"ไชยวาน",3,29
"4109",429,"ศรีธาตุ",3,29
"4110",430,"วังสามหมอ",3,29
"4111",431,"บ้านดุง",3,29
"4112",432,"*หนองบัวลำภู",3,29
"4113",433,"*ศรีบุญเรือง",3,29
"4114",434,"*นากลาง",3,29
"4115",435,"*สุวรรณคูหา",3,29
"4116",436,"*โนนสัง",3,29
"4117",437,"บ้านผือ",3,29
"4118",438,"น้ำโสม",3,29
"4119",439,"เพ็ญ",3,29
"4120",440,"สร้างคอม",3,29
"4121",441,"หนองแสง",3,29
"4122",442,"นายูง",3,29
"4123",443,"พิบูลย์รักษ์",3,29
"4124",444,"กู่แก้ว",3,29
"4125",445,"ประจักษ์ศิลปาคม",3,29
"4201",446,"เมืองเลย",3,30
"4202",447,"นาด้วง",3,30
"4203",448,"เชียงคาน",3,30
"4204",449,"ปากชม",3,30
"4205",450,"ด่านซ้าย",3,30
"4206",451,"นาแห้ว",3,30
"4207",452,"ภูเรือ",3,30
"4208",453,"ท่าลี่",3,30
"4209",454,"วังสะพุง",3,30
"4210",455,"ภูกระดึง",3,30
"4211",456,"ภูหลวง",3,30
"4212",457,"ผาขาว",3,30
"4213",458,"เอราวัณ",3,30
"4214",459,"หนองหิน",3,30
"4301",460,"เมืองหนองคาย",3,31
"4302",461,"ท่าบ่อ",3,31
"4303",462,"บึงกาฬ",3,31
"4304",463,"พรเจริญ",3,31
"4305",464,"โพนพิสัย",3,31
"4306",465,"โซ่พิสัย",3,31
"4307",466,"ศรีเชียงใหม่",3,31
"4308",467,"สังคม",3,31
"4314",473,"สระใคร",3,31
"4315",474,"เฝ้าไร่",3,31
"4316",475,"รัตนวาปี",3,31
"4317",476,"โพธิ์ตาก",3,31
"4401",477,"เมืองมหาสารคาม",3,32
"4402",478,"แกดำ",3,32
"4403",479,"โกสุมพิสัย",3,32
"4404",480,"กันทรวิชัย",3,32
"4405",481,"เชียงยืน",3,32
"4406",482,"บรบือ",3,32
"4407",483,"นาเชือก",3,32
"4408",484,"พยัคฆภูมิพิสัย",3,32
"4409",485,"วาปีปทุม",3,32
"4410",486,"นาดูน",3,32
"4411",487,"ยางสีสุราช",3,32
"4412",488,"กุดรัง",3,32
"4413",489,"ชื่นชม",3,32
"4481",490,"*หลุบ",3,32
"4501",491,"เมืองร้อยเอ็ด",3,33
"4502",492,"เกษตรวิสัย",3,33
"4503",493,"ปทุมรัตต์",3,33
"4504",494,"จตุรพักตรพิมาน",3,33
"4505",495,"ธวัชบุรี",3,33
"4506",496,"พนมไพร",3,33
"4507",497,"โพนทอง",3,33
"4508",498,"โพธิ์ชัย",3,33
"4509",499,"หนองพอก",3,33
"4510",500,"เสลภูมิ",3,33
"4511",501,"สุวรรณภูมิ",3,33
"4512",502,"เมืองสรวง",3,33
"4513",503,"โพนทราย",3,33
"4514",504,"อาจสามารถ",3,33
"4515",505,"เมยวดี",3,33
"4516",506,"ศรีสมเด็จ",3,33
"4517",507,"จังหาร",3,33
"4518",508,"เชียงขวัญ",3,33
"4519",509,"หนองฮี",3,33
"4520",510,"ทุ่งเขาหลวง",3,33
"4601",511,"เมืองกาฬสินธุ์",3,34
"4602",512,"นามน",3,34
"4603",513,"กมลาไสย",3,34
"4604",514,"ร่องคำ",3,34
"4605",515,"กุฉินารายณ์",3,34
"4606",516,"เขาวง",3,34
"4607",517,"ยางตลาด",3,34
"4608",518,"ห้วยเม็ก",3,34
"4609",519,"สหัสขันธ์",3,34
"4610",520,"คำม่วง",3,34
"4611",521,"ท่าคันโท",3,34
"4612",522,"หนองกุงศรี",3,34
"4613",523,"สมเด็จ",3,34
"4614",524,"ห้วยผึ้ง",3,34
"4615",525,"สามชัย",3,34
"4616",526,"นาคู",3,34
"4617",527,"ดอนจาน",3,34
"4618",528,"ฆ้องชัย",3,34
"4701",529,"เมืองสกลนคร",3,35
"4702",530,"กุสุมาลย์",3,35
"4703",531,"กุดบาก",3,35
"4704",532,"พรรณานิคม",3,35
"4705",533,"พังโคน",3,35
"4706",534,"วาริชภูมิ",3,35
"4707",535,"นิคมน้ำอูน",3,35
"4708",536,"วานรนิวาส",3,35
"4709",537,"คำตากล้า",3,35
"4710",538,"บ้านม่วง",3,35
"4711",539,"อากาศอำนวย",3,35
"4712",540,"สว่างแดนดิน",3,35
"4713",541,"ส่องดาว",3,35
"4714",542,"เต่างอย",3,35
"4715",543,"โคกศรีสุพรรณ",3,35
"4716",544,"เจริญศิลป์",3,35
"4717",545,"โพนนาแก้ว",3,35
"4718",546,"ภูพาน",3,35
"4751",547,"วานรนิวาส (สาขาตำบลกุดเรือคำ)*",3,35
"4781",548,"*อ.บ้านหัน  จ.สกลนคร",3,35
"4801",549,"เมืองนครพนม",3,36
"4802",550,"ปลาปาก",3,36
"4803",551,"ท่าอุเทน",3,36
"4804",552,"บ้านแพง",3,36
"4805",553,"ธาตุพนม",3,36
"4806",554,"เรณูนคร",3,36
"4807",555,"นาแก",3,36
"4808",556,"ศรีสงคราม",3,36
"4809",557,"นาหว้า",3,36
"4810",558,"โพนสวรรค์",3,36
"4811",559,"นาทม",3,36
"4812",560,"วังยาง",3,36
"4901",561,"เมืองมุกดาหาร",3,37
"4902",562,"นิคมคำสร้อย",3,37
"4903",563,"ดอนตาล",3,37
"4904",564,"ดงหลวง",3,37
"4905",565,"คำชะอี",3,37
"4906",566,"หว้านใหญ่",3,37
"4907",567,"หนองสูง",3,37
"5001",568,"เมืองเชียงใหม่",1,38
"5002",569,"จอมทอง",1,38
"5003",570,"แม่แจ่ม",1,38
"5004",571,"เชียงดาว",1,38
"5005",572,"ดอยสะเก็ด",1,38
"5006",573,"แม่แตง",1,38
"5007",574,"แม่ริม",1,38
"5008",575,"สะเมิง",1,38
"5009",576,"ฝาง",1,38
"5010",577,"แม่อาย",1,38
"5011",578,"พร้าว",1,38
"5012",579,"สันป่าตอง",1,38
"5013",580,"สันกำแพง",1,38
"5014",581,"สันทราย",1,38
"5015",582,"หางดง",1,38
"5016",583,"ฮอด",1,38
"5017",584,"ดอยเต่า",1,38
"5018",585,"อมก๋อย",1,38
"5019",586,"สารภี",1,38
"5020",587,"เวียงแหง",1,38
"5021",588,"ไชยปราการ",1,38
"5022",589,"แม่วาง",1,38
"5023",590,"แม่ออน",1,38
"5024",591,"ดอยหล่อ",1,38
"5051",592,"เทศบาลนครเชียงใหม่ (สาขาแขวงกาลวิละ*",1,38
"5052",593,"เทศบาลนครเชียงใหม่ (สาขาแขวงศรีวิชั*",1,38
"5053",594,"เทศบาลนครเชียงใหม่ (สาขาเม็งราย*",1,38
"5101",595,"เมืองลำพูน",1,39
"5102",596,"แม่ทา",1,39
"5103",597,"บ้านโฮ่ง",1,39
"5104",598,"ลี้",1,39
"5105",599,"ทุ่งหัวช้าง",1,39
"5106",600,"ป่าซาง",1,39
"5107",601,"บ้านธิ",1,39
"5108",602,"เวียงหนองล่อง",1,39
"5201",603,"เมืองลำปาง",1,40
"5202",604,"แม่เมาะ",1,40
"5203",605,"เกาะคา",1,40
"5204",606,"เสริมงาม",1,40
"5205",607,"งาว",1,40
"5206",608,"แจ้ห่ม",1,40
"5207",609,"วังเหนือ",1,40
"5208",610,"เถิน",1,40
"5209",611,"แม่พริก",1,40
"5210",612,"แม่ทะ",1,40
"5211",613,"สบปราบ",1,40
"5212",614,"ห้างฉัตร",1,40
"5213",615,"เมืองปาน",1,40
"5301",616,"เมืองอุตรดิตถ์",1,41
"5302",617,"ตรอน",1,41
"5303",618,"ท่าปลา",1,41
"5304",619,"น้ำปาด",1,41
"5305",620,"ฟากท่า",1,41
"5306",621,"บ้านโคก",1,41
"5307",622,"พิชัย",1,41
"5308",623,"ลับแล",1,41
"5309",624,"ทองแสนขัน",1,41
"5401",625,"เมืองแพร่",1,42
"5402",626,"ร้องกวาง",1,42
"5403",627,"ลอง",1,42
"5404",628,"สูงเม่น",1,42
"5405",629,"เด่นชัย",1,42
"5406",630,"สอง",1,42
"5407",631,"วังชิ้น",1,42
"5408",632,"หนองม่วงไข่",1,42
"5501",633,"เมืองน่าน",1,43
"5502",634,"แม่จริม",1,43
"5503",635,"บ้านหลวง",1,43
"5504",636,"นาน้อย",1,43
"5505",637,"ปัว",1,43
"5506",638,"ท่าวังผา",1,43
"5507",639,"เวียงสา",1,43
"5508",640,"ทุ่งช้าง",1,43
"5509",641,"เชียงกลาง",1,43
"5510",642,"นาหมื่น",1,43
"5511",643,"สันติสุข",1,43
"5512",644,"บ่อเกลือ",1,43
"5513",645,"สองแคว",1,43
"5514",646,"ภูเพียง",1,43
"5515",647,"เฉลิมพระเกียรติ",1,43
"5601",648,"เมืองพะเยา",1,44
"5602",649,"จุน",1,44
"5603",650,"เชียงคำ",1,44
"5604",651,"เชียงม่วน",1,44
"5605",652,"ดอกคำใต้",1,44
"5606",653,"ปง",1,44
"5607",654,"แม่ใจ",1,44
"5608",655,"ภูซาง",1,44
"5609",656,"ภูกามยาว",1,44
"5701",657,"เมืองเชียงราย",1,45
"5702",658,"เวียงชัย",1,45
"5703",659,"เชียงของ",1,45
"5704",660,"เทิง",1,45
"5705",661,"พาน",1,45
"5706",662,"ป่าแดด",1,45
"5707",663,"แม่จัน",1,45
"5708",664,"เชียงแสน",1,45
"5709",665,"แม่สาย",1,45
"5710",666,"แม่สรวย",1,45
"5711",667,"เวียงป่าเป้า",1,45
"5712",668,"พญาเม็งราย",1,45
"5713",669,"เวียงแก่น",1,45
"5714",670,"ขุนตาล",1,45
"5715",671,"แม่ฟ้าหลวง",1,45
"5716",672,"แม่ลาว",1,45
